Symbol,Name,Market Cap,Country,Volume,Sector,Industry
NBTB,NBT Bancorp Inc. Common Stock,1788994349,United States,1719402,Finance,Major Banks
NBTX,Nanobiotix S.A. American Depositary Shares,139503488,France,502,Health Care,Biotechnology: Pharmaceutical Preparations
NBW,Neuberger Berman California Municipal Fund Inc Common Stock,61450057,United States,47634,Finance,Finance/Investors Services
NBXG,Neuberger Berman Next Generation Connectivity Fund Inc. Common Stock,742720907,,990114,Finance,Trusts Except Educational Religious and Charitable
NBY,NovaBay Pharmaceuticals Inc. Common Stock,2970896,United States,45462,Health Care,Biotechnology: Pharmaceutical Preparations
NC,NACCO Industries Inc. Common Stock,276290109,United States,24494,,
NCA,Nuveen California Municipal Value Fund,282412903,United States,97275,Finance,Investment Managers
NCACW,Newcourt Acquisition Corp Warrant,0,United States,3000,Finance,Business Services
NCLH,Norwegian Cruise Line Holdings Ltd. Ordinary Shares,6034392152,United States,14025763,Consumer Discretionary,Hotels/Resorts
NCMI,National CineMedia Inc. Common Stock,29274054,United States,701251,Consumer Discretionary,Advertising
NCNA,NuCana plc American Depositary Share,36578957,United Kingdom,25367,Health Care,Biotechnology: Pharmaceutical Preparations
NCNO,nCino Inc. Common Stock,2872463110,United States,625616,Technology,Computer Software: Prepackaged Software
NCPL,Netcapital Inc. Common Stock,6235686,United States,221911,Finance,Investment Managers
NCPLW,Netcapital Inc. Warrants,0,United States,7544,Finance,Investment Managers
NCR,NCR Corporation Common Stock,3220656000,United States,2482913,Miscellaneous,Office Equipment/Supplies/Services
NCRA,Nocera Inc. Common Stock,11273234,Taiwan,143161,Consumer Staples,Packaged Foods
NCSM,NCS Multistage Holdings Inc. Common Stock,60970519,United States,291,Energy,Oilfield Services/Equipment
NCTY,The9 Limited American Depository Shares,16327062,China,178911,Consumer Discretionary,Business Services
NCV,Virtus Convertible & Income Fund Common Shares of Beneficial Interest,318114963,United States,247276,Finance,Finance Companies
NCV^A,Virtus Convertible & Income Fund 5.625% Series A Cumulative Preferred Shares,,United States,1500,,
NCZ,Virtus Convertible & Income Fund II Common Shares of Beneficial Interest,228347247,United States,262836,Finance,Finance Companies
NCZ^A,Virtus Convertible & Income Fund II 5.50% Series A Cumulative Preferred Shares,,United States,9837,,
NDAQ,Nasdaq Inc. Common Stock,29948299980,United States,4148416,Finance,Investment Bankers/Brokers/Service
NDLS,Noodles & Company Class A Common Stock,250833857,United States,219863,Consumer Discretionary,Restaurants
NDMO,Nuveen Dynamic Municipal Opportunities Fund Common Shares of Beneficial Interest,608329344,,449166,Finance,Trusts Except Educational Religious and Charitable
NDP,Tortoise Energy Independence Fund Inc. Common Stock,54198472,United States,15803,Finance,Finance/Investors Services
NDRA,ENDRA Life Sciences Inc. Common Stock,15035517,United States,17988,Health Care,Medical Specialities
NDSN,Nordson Corporation Common Stock,13548637027,United States,742274,Industrials,Industrial Machinery/Components
NE,Noble Corporation plc A Ordinary Shares,4512697123,,4048880,Energy,Oil & Gas Production
NEA,Nuveen AMT-Free Quality Municipal Income Fund Common Shares of Beneficial Interest Par Value $.01,3346228416,United States,1309072,Finance,Finance/Investors Services
NECB,NorthEast Community Bancorp Inc. Common Stock,235350890,United States,68706,Finance,Banks
NEE,NextEra Energy Inc. Common Stock,1.67E+11,United States,16949259,Utilities,Electric Utilities: Central
NEE^N,NextEra Energy Inc. Series N Junior Subordinated Debentures due March 1 2079,,United States,87147,,
NEE^P,NextEra Energy Inc. 5.279% Corporate Units,,United States,112801,,
NEE^Q,NextEra Energy Inc. 6.219% Corporate Units,,United States,32725,,
NEE^R,NextEra Energy Inc. 6.926% Corporate Units,,United States,22805,,
NEGG,Newegg Commerce Inc. Common Shares,665920,China,299423,Consumer Discretionary,Other Specialty Stores
NEM,Newmont Corporation,36623105048,United States,11658327,Basic Materials,Precious Metals
NEN,New England Realty Associates Limited Partnership Class A Depositary Receipts Evidencing Units of Limited Partnership,255232078,United States,618,Finance,Real Estate
NEO,NeoGenomics Inc. Common Stock,1391861936,United States,4232716,Health Care,Precision Instruments
NEOG,Neogen Corporation Common Stock,3215682219,United States,17426806,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
NEON,Neonode Inc. Common Stock,73958255,Sweden,136639,Technology,Industrial Machinery/Components
NEOV,NeoVolta Inc. Common Stock,114958788,United States,155070,Consumer Discretionary,Electrical Products
NEOVW,NeoVolta Inc. Warrant,0,United States,1400,Consumer Discretionary,Electrical Products
NEP,NextEra Energy Partners LP Common Units representing limited partner interests,6273808090,United States,626816,Utilities,Electric Utilities: Central
NEPH,Nephros Inc. Common Stock,12895746,United States,72078,Health Care,Medical/Dental Instruments
NEPT,Neptune Wellness Solutions Inc. Ordinary Shares,4050786,Canada,1078983,Health Care,Pharmaceuticals and Biotechnology
NERV,Minerva Neurosciences Inc Common Stock,15219550,United States,46296,Health Care,Biotechnology: Pharmaceutical Preparations
NESR,National Energy Services Reunited Corp. Ordinary Shares,573748556,United States,263821,Energy,Oilfield Services/Equipment
NESRW,National Energy Services Reunited Corp. Warrant,0,United States,953,Energy,Oilfield Services/Equipment
NET,Cloudflare Inc. Class A Common Stock,15622830551,United States,7767594,Technology,EDP Services
NETC,Nabors Energy Transition Corp. Class A Common Stock,351210000,,401,Industrials,Consumer Electronics/Appliances
NETI,Eneti Inc. Common Stock,359473784,Monaco,332731,Consumer Discretionary,Marine Transportation
NEU,NewMarket Corp Common Stock,2995883326,United States,136554,Industrials,Major Chemicals
NEWP,New Pacific Metals Corp. Common Shares,452928823,,263930,,
NEWR,New Relic Inc. Common Stock,4059282130,United States,517396,Technology,Computer Software: Prepackaged Software
NEWT,Newtek Business Services Corp. Common Stock (Maryland),462604879,United States,371754,Finance,Finance/Investors Services
NEWTL,Newtek Business Services Corp. 5.75% Notes due 2024,0,United States,1619,Finance,Finance/Investors Services
NEWTZ,Newtek Business Services Corp. 5.50% Notes Due 2026,0,United States,445,,
NEX,NexTier Oilfield Solutions Inc. Common Stock,2268695823,United States,9719310,Energy,Oilfield Services/Equipment
NEXA,Nexa Resources S.A. Common Shares,888663080,,1442413,Basic Materials,Metal Mining
NEXI,NexImmune Inc. Common Stock,7823535,United States,306059,Health Care,Biotechnology: Pharmaceutical Preparations
NEXT,NextDecade Corporation Common Stock,642544979,United States,1861451,Energy,Oil & Gas Production
NFBK,Northfield Bancorp Inc. Common Stock (Delaware),706049099,United States,903394,Finance,Major Banks
NFE,New Fortress Energy Inc. Class A Common Stock,9217199385,United States,2671330,Utilities,Oil/Gas Transmission
NFG,National Fuel Gas Company Common Stock,5745276463,United States,1141529,Energy,Oil & Gas Production
NFGC,New Found Gold Corp Common Shares,662565315,,189134,,
NFJ,Virtus Dividend Interest & Premium Strategy Fund Common Shares of Beneficial Interest,1075049929,United States,192827,Finance,Trusts Except Educational Religious and Charitable
NFLX,Netflix Inc. Common Stock,1.29E+11,United States,14070523,Consumer Discretionary,Consumer Electronics/Video Chains
NFNT,Infinite Acquisition Corp. Class A Ordinary Shares,351210000,,101,Finance,Business Services
NFYS,Enphys Acquisition Corp. Class A Ordinary Shares,428662500,,601,Finance,Business Services
NG,Novagold Resources Inc.,1910326058,Canada,2227864,,
NGC,Northern Genesis Acquisition Corp. III Common Stock,215131375,,61,Industrials,Consumer Electronics/Appliances
NGD,New Gold Inc.,643681820,Canada,13300549,,
NGG,National Grid Transco PLC National Grid PLC (NEW) American Depositary Shares,44458018679,United Kingdom,447151,Utilities,Natural Gas Distribution
NGL,NGL ENERGY PARTNERS LP Common Units representing Limited Partner Interests,155528204,United States,1876300,Energy,Oil & Gas Production
NGL^B,NGL ENERGY PARTNERS LP 9.00% Class B Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Units representing limited partnership interests,,United States,1831,,
NGL^C,NGL ENERGY PARTNERS LP 9.625% Class C Fixed-to-Floating Rate Cumulative  Redeemable Perpetual Preferred Units representing  limited partner interests,,United States,12,,
NGM,NGM Biopharmaceuticals Inc. Common Stock,413534132,United States,829441,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
NGMS,NeoGames S.A. Ordinary Shares,333738379,Israel,150085,Consumer Discretionary,Services-Misc. Amusement & Recreation
NGS,Natural Gas Services Group Inc. Common Stock,140018773,United States,56218,Industrials,Metal Fabrications
NGVC,Natural Grocers by Vitamin Cottage Inc. Common Stock,205774788,United States,106715,Consumer Staples,Food Chains
NGVT,Ingevity Corporation Common Stock ,2595459634,,666619,Industrials,Industrial Specialties
NH,NantHealth Inc. Common Stock,43909095,United States,2928352,Health Care,Managed Health Care
NHC,National HealthCare Corporation Common Stock,901159169,United States,244565,Health Care,Hospital/Nursing Management
NHI,National Health Investors Inc. Common Stock,2403736307,United States,694091,Real Estate,Real Estate Investment Trusts
NHIC,NewHold Investment Corp. II Class A Common Stock,247035750,United States,55,Industrials,Consumer Electronics/Appliances
NHICU,NewHold Investment Corp. II Unit,0,United States,500,Industrials,Consumer Electronics/Appliances
NHS,Neuberger Berman High Yield Strategies Fund,170034725,United States,54000,Finance,Trusts Except Educational Religious and Charitable
NHTC,Natural Health Trends Corp. Common Stock,41806493,United States,17732,Miscellaneous,Diversified Commercial Services
NHWK,NightHawk Biosciences Inc. Common Stock,25404873,United States,96883,Health Care,Biotechnology: Pharmaceutical Preparations
NI,NiSource Inc Common Stock,11042792759,United States,6488306,Utilities,Power Generation
NI^B,NiSource Inc Depositary Shares representing 1/1000th ownership interest in a share of 6.50% Series B Preferred Stock and 1/1000th ownership interest in a share of Series B-1 Preferred Stock,,United States,62730,,
NIC,Nicolet Bankshares Inc. Common Stock,1147881131,United States,150769,Finance,Major Banks
NICE,NICE Ltd American Depositary Shares,12637077717,Israel,276306,Technology,Computer Software: Prepackaged Software
NICK,Nicholas Financial Inc. Common Stock,46428000,United States,6252,,
NID,Nuveen Intermediate Duration Municipal Term Fund Common Shares of Beneficial Interest,613297582,United States,106740,Finance,Finance Companies
NIE,Virtus Equity & Convertible Income Fund Common Shares of Beneficial Interest,559721093,United States,106438,Finance,Investment Managers
NILE,BitNile Holdings Inc. Common Stock,36746404,United States,6162992,Industrials,Military/Government/Technical
NILE^D,BitNile Holdings Inc. 13.00% Series D Cumulative Redeemable Perpetual Preferred Stock,,United States,397,,
NIM,Nuveen Select Maturities Municipal Fund Common Stock,113015101,United States,26156,Finance,Trusts Except Educational Religious and Charitable
NIMC,NiSource Inc Series A Corporate Units,0,United States,17270,Utilities,Power Generation
NINE,Nine Energy Service Inc. Common Stock,327229470,United States,899713,Energy,Oilfield Services/Equipment
NIO,NIO Inc. American depositary shares each  representing one Class A ordinary share,19378190166,,46280342,Consumer Discretionary,Auto Manufacturing
NIQ,Nuveenn Intermediate Duration Quality Municipal Term Fund Common Shares of Beneficial Interest,163604861,,51191,Finance,Finance/Investors Services
NISN,NiSun International Enterprise Development Group Co. Ltd. Class A Common Shares,11205372,China,119470,Industrials,Metal Fabrications
NIU,Niu Technologies American Depositary Shares,379234023,China,1649719,Consumer Discretionary,Auto Manufacturing
NJR,NewJersey Resources Corporation Common Stock,4681492111,United States,1966557,Utilities,Oil/Gas Transmission
NKE,Nike Inc. Common Stock,1.66E+11,United States,14079692,Consumer Discretionary,Shoe Manufacturing
NKG,Nuveen Georgia Quality Municipal Income Fund ,107430068,United States,60252,Finance,Finance/Investors Services
NKLA,Nikola Corporation Common Stock,1158819519,United States,32591771,Industrials,Industrial Machinery/Components
NKSH,National Bankshares Inc. Common Stock,235060020,United States,8752,Finance,Major Banks
NKTR,Nektar Therapeutics  Common Stock,499958922,United States,3111771,Health Care,Biotechnology: Pharmaceutical Preparations
NKTX,Nkarta Inc. Common Stock,343160452,United States,4003135,Health Care,Biotechnology: Pharmaceutical Preparations
NKX,Nuveen California AMT-Free Quality Municipal Income Fund,565967166,United States,195105,Finance,Finance/Investors Services
NL,NL Industries Inc. Common Stock,334875935,United States,49381,Consumer Discretionary,Diversified Commercial Services
NLS,Nautilus Inc. Common Stock,53288743,United States,197788,Consumer Discretionary,Recreational Games/Products/Toys
NLSP,NLS Pharmaceutics Ltd. Ordinary Shares,27426149,Switzerland,82675,Health Care,Biotechnology: Pharmaceutical Preparations
NLSPW,NLS Pharmaceutics Ltd. Warrant,0,Switzerland,7135,Health Care,Biotechnology: Pharmaceutical Preparations
NLTX,Neoleukin Therapeutics Inc. Common Stock,18545690,Canada,4375629,Health Care,Biotechnology: Pharmaceutical Preparations
NLY,Annaly Capital Management Inc. Common Stock,10007643901,United States,24265589,Real Estate,Real Estate Investment Trusts
NLY^F,Annaly Capital Management Inc 6.95% Series F,,United States,79062,,
NLY^G,Annaly Capital Management Inc 6.50% Series G Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock,,United States,39206,,
NLY^I,Annaly Capital Management Inc 6.750% Series I Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock,,United States,42439,,
NM,Navios Maritime Holdings Inc. Common Stock,39420559,Monaco,30659,Consumer Discretionary,Marine Transportation
NM^H,Navios Maritime Holdings Inc. Sponsored ADR Representing 1/100th Perp. Preferred Series H%,,Monaco,100,,
NMAI,Nuveen Multi-Asset Income Fund Common Shares of Beneficial Interest,387068969,,175117,Finance,Investment Managers
NMCO,Nuveen Municipal Credit Opportunities Fund Common Shares,614212335,,271796,Finance,Finance/Investors Services
NMFC,New Mountain Finance Corporation Common Stock,1210234942,United States,1488013,Finance,Finance/Investors Services
NMG,Nouveau Monde Graphite Inc. Common Shares,244142714,,35637,,
NMI,Nuveen Municipal Income Fund Inc. Common Stock,91419883,United States,22741,Finance,Trusts Except Educational Religious and Charitable
NMIH,NMI Holdings Inc. Class A Common Stock,1662426707,United States,2673700,Finance,Property-Casualty Insurers
NMK^B,Niagara Mohawk Holdings Inc. Preferred Stock,,United States,1,,
NMK^C,Niagara Mohawk Holdings Inc. Preferred Stock,,United States,874,,
NML,Neuberger Berman MLP and Energy Income Fund Inc. Common Stock,385280710,,204619,Finance,Finance/Investors Services
NMM,Navios Maritime Partners LP Common Units Representing Limited Partner Interests,734084316,Greece,288533,Consumer Discretionary,Marine Transportation
NMR,Nomura Holdings Inc ADR American Depositary Shares,10657234297,Japan,1223474,Finance,Investment Bankers/Brokers/Service
NMRD,Nemaura Medical Inc. Common Stock,46245284,United Kingdom,9051,Health Care,Medical Specialities
NMRK,Newmark Group Inc. Class A Common Stock,1417918440,United States,3195725,Finance,Real Estate
NMS,Nuveen Minnesota Quality Municipal Income Fund ,67512175,United States,10056,Finance,Finance Companies
NMT,Nuveen Massachusetts Quality Municipal Income Fund Common Stock,99027411,United States,49743,Finance,Finance/Investors Services
NMTC,NeuroOne Medical Technologies Corporation Common Stock,39550526,United States,166331,Health Care,Medical Specialities
NMTR,9 Meters Biopharma Inc. Common Stock,14121474,United States,111179,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
NMZ,Nuveen Municipal High Income Opportunity Fund Common Stock $0.01 par value per share,1141663543,United States,446263,Finance,Finance/Investors Services
NN,NextNav Inc. Common Stock,303194711,United States,1873951,Industrials,Industrial Machinery/Components
NNAVW,NextNav Inc. Warrant,0,United States,9862,Industrials,Industrial Machinery/Components
NNBR,NN Inc. Common Stock,72384073,United States,245179,Industrials,Consumer Electronics/Appliances
NNDM,Nano Dimension Ltd. American Depositary Shares,620365552,Israel,8444450,Technology,Electrical Products
NNI,Nelnet Inc. Common Stock,3416413712,United States,138869,Finance,Finance: Consumer Services
NNN,National Retail Properties Common Stock,8109106637,United States,2269688,Real Estate,Real Estate Investment Trusts
NNOX,NANO-X IMAGING LTD Ordinary Shares,498113564,Israel,486438,Health Care,Medical Electronics
NNVC,NanoViricides Inc. Common Stock,14744700,United States,42620,Health Care,Biotechnology: Pharmaceutical Preparations
NNY,Nuveen New York Municipal Value Fund Common Stock,159398287,United States,197125,Finance,Investment Managers
NOA,North American Construction Group Ltd. Common Shares (no par),345584339,Canada,30702,Consumer Staples,Meat/Poultry/Fish
NOAH,Noah Holdings Limited,962769467,China,198434,Finance,Investment Managers
NOC,Northrop Grumman Corporation Common Stock,81553434100,United States,1428993,Technology,Security Systems Services
NODK,NI Holdings Inc. Common Stock,282828494,United States,31362,Finance,Property-Casualty Insurers
NOG,Northern Oil and Gas Inc. Common Stock,2704949723,United States,2739125,Energy,Oil & Gas Production
NOGN,Nogin Inc. Common Stock,33347148,United States,243463,Technology,EDP Services
NOGNW,Nogin Inc. Warrant ,0,United States,67280,Technology,EDP Services
NOK,Nokia Corporation Sponsored American Depositary Shares,25920937852,Finland,24789236,Technology,Radio And Television Broadcasting And Communications Equipment
NOM,Nuveen Missouri Quality Municipal Income Fund ,24993594,United States,1316,Finance,Investment Managers
NOMD,Nomad Foods Limited Ordinary Shares,2957113798,,656681,Consumer Staples,Specialty Foods
NOTE,FiscalNote Holdings Inc. Class A common stock,793666134,,78496,Technology,EDP Services
NOTV,Inotiv Inc. Common Stock,105321256,United States,904252,Health Care,Biotechnology: Pharmaceutical Preparations
NOV,NOV Inc. Common Stock,7797178436,United States,10791313,Industrials,Metal Fabrications
NOVA,Sunnova Energy International Inc. Common Stock,2464817334,United States,4840748,Utilities,Electric Utilities: Central
NOVN,Novan Inc. Common Stock,30822407,United States,166129,Health Care,Biotechnology: Pharmaceutical Preparations
NOVT,Novanta Inc. Common Stock,5050878519,United States,416967,,
NOVV,Nova Vision Acquisition Corp. Ordinary share,36823320,Hong Kong,1,Finance,Business Services
NOVVR,Nova Vision Acquisition Corp. Rights,0,Hong Kong,100,Finance,Business Services
NOVVW,Nova Vision Acquisition Corp. Warrant,0,Hong Kong,1,Finance,Business Services
NOW,ServiceNow Inc. Common Stock,79662740000,United States,1872529,Technology,Computer Software: Prepackaged Software
NPAB,New Providence Acquisition Corp. II Class A Common Stock,316250000,United States,17692,Industrials,Consumer Electronics/Appliances
NPABW,New Providence Acquisition Corp. II Warrant,0,United States,16487,Industrials,Consumer Electronics/Appliances
NPCE,Neuropace Inc. Common Stock,40841159,United States,7350,Health Care,Medical Specialities
NPCT,Nuveen Core Plus Impact Fund Common Shares of Beneficial Interest,311704200,,110693,Finance,Investment Managers
NPFD,Nuveen Variable Rate Preferred & Income Fund Common Shares,423355750,,103423,Finance,Trusts Except Educational Religious and Charitable
NPK,National Presto Industries Inc. Common Stock,472327848,United States,89428,Consumer Discretionary,Military/Government/Technical
NPO,EnPro Industries Inc,2198442757,United States,895729,,
NPV,Nuveen Virginia Quality Municipal Income Fund Common Stock,208553135,United States,63442,Finance,Investment Managers
NQP,Nuveen Pennsylvania Quality Municipal Income Fund Common Stock,431777589,United States,83476,Finance,Trusts Except Educational Religious and Charitable
NR,Newpark Resources Inc. Common Stock,358318601,United States,962256,Industrials,Metal Fabrications
NRAC,Noble Rock Acquisition Corporation Class A Ordinary Share,303988125,United States,43,Finance,Business Services
NRACU,Noble Rock Acquisition Corporation Unit,0,United States,1052,Finance,Business Services
NRACW,Noble Rock Acquisition Corporation Warrant,0,United States,6666,Finance,Business Services
NRBO,NeuroBo Pharmaceuticals Inc. Common Stock,9430116,United States,658864,Health Care,Biotechnology: Pharmaceutical Preparations
NRC,National Research Corporation Common Stock (Delaware),935304398,United States,98865,Technology,Computer Software: Prepackaged Software
NRDS,NerdWallet Inc. Class A Common Stock,697252141,United States,341287,Finance,Advertising
NRDY,Nerdy Inc. Class A Common Stock,181821582,United States,592049,Technology,Computer Software: Prepackaged Software
NREF,NexPoint Real Estate Finance Inc. Common Stock,260498009,,227632,Real Estate,Real Estate Investment Trusts
NREF^A,NexPoint Real Estate Finance Inc. 8.50% Series A Cumulative Redeemable Preferred Stock,,,7297,,
NRG,NRG Energy Inc. Common Stock,7153429565,United States,19349122,Utilities,Electric Utilities: Central
NRGV,Energy Vault Holdings Inc. Common Stock,405126242,,3962192,Utilities,Power Generation
NRGX,PIMCO Energy and Tactical Credit Opportunities Fund Common Shares of Beneficial Interest,667028440,,61947,Finance,Finance/Investors Services
NRIM,Northrim BanCorp Inc Common Stock,304253118,United States,50416,Finance,Savings Institutions
NRIX,Nurix Therapeutics Inc. Common stock,573788495,United States,444234,Health Care,Biotechnology: Pharmaceutical Preparations
NRK,Nuveen New York AMT-Free Quality Municipal Income Fund ,900268337,United States,219832,Finance,Trusts Except Educational Religious and Charitable
NRO,Neuberger Berman Real Estate Securities Income Fund Inc. Neuberger Berman Real Estate Securities Income Fund Inc.,159451508,United States,92670,Finance,Finance/Investors Services
NRP,Natural Resource Partners LP Limited Partnership,569648118,United States,35354,Energy,Coal Mining
NRSN,NeuroSense Therapeutics Ltd. Ordinary Shares,16336572,Israel,19830,Health Care,Biotechnology: Pharmaceutical Preparations
NRT,North European Oil Royality Trust Common Stock,125359648,United States,42660,Energy,Oil & Gas Production
NRUC,National Rural Utilities Cooperative Finance Corporation 5.500% Subordinated Notes due 2064 (Subordinated Deferrable Interest Notes),0,,52615,,
NRXP,NRX Pharmaceuticals Inc. Common Stock,77787511,United States,772258,Health Care,Biotechnology: Pharmaceutical Preparations
NRXPW,NRX Pharmaceuticals Inc. Warrant,0,United States,3419,Health Care,Biotechnology: Pharmaceutical Preparations
NS,Nustar Energy L.P.  Common Units,1665736644,United States,1542260,,
NS^A,Nustar Energy L.P. 8.50% Series A Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Units,,United States,25901,,
NS^B,Nustar Energy L.P. 7.625% Series B Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Units representing limited partner interests,,United States,27607,,
NS^C,Nustar Energy L.P. 9.00% Series C Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Units,,United States,41421,,
NSA,National Storage Affiliates Trust Common Shares of Beneficial Interest,3322036794,,2156207,Real Estate,Real Estate Investment Trusts
NSA^A,National Storage Affiliates Trust 6.000% Series A Cumulative Redeemable Preferred Shares of Beneficial Interest (Liquidation Preference $25.00 per share),,,50034,,
NSC,Norfolk Southern Corporation Common Stock,58017461778,United States,2077365,Industrials,Railroads
NSIT,Insight Enterprises Inc. Common Stock,3351453734,United States,497836,Technology,EDP Services
NSL,Nuveen Senior Income Fund Common Stock,178771115,United States,320564,Finance,Trusts Except Educational Religious and Charitable
NSP,Insperity Inc. Common Stock,4277096948,United States,306914,Consumer Discretionary,Diversified Commercial Services
NSPR,InspireMD Inc. Common Stock,9097480,Israel,30877,Health Care,Medical/Dental Instruments
NSS,NuStar Logistics L.P. 7.625% Fixed-to-Floating Rate Subordinated Notes due 2043,0,United States,35315,,
NSSC,NAPCO Security Technologies Inc. Common Stock,990638595,United States,309084,Technology,Security Systems Services
NSTB,Northern Star Investment Corp. II Class A Common stock,501500000,,46405,Industrials,Consumer Electronics/Appliances
NSTC,Northern Star Investment Corp. III Class A Common Stock,500000000,,15175,Industrials,Consumer Electronics/Appliances
NSTD,Northern Star Investment Corp. IV Class A Common Stock,500000000,,29752,Industrials,Consumer Electronics/Appliances
NSTG,NanoString Technologies Inc. Common Stock,383903213,United States,1433373,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
NSTS,NSTS Bancorp Inc. Common Stock,54519386,United States,15495,Finance,Major Banks
NSYS,Nortech Systems Incorporated Common Stock,34601553,United States,920,Technology,Industrial Machinery/Components
NTAP,NetApp Inc. Common Stock,13003384894,United States,3720244,Technology,Electronic Components
NTB,Bank of N.T. Butterfield & Son Limited (The) Voting Ordinary Shares,1570073220,Bermuda,265020,Finance,Commercial Banks
NTCO,Natura &Co Holding S.A. American Depositary Shares ,2581567767,,745900,Consumer Discretionary,Package Goods/Cosmetics
NTCT,NetScout Systems Inc. Common Stock,2323432614,United States,3849428,Technology,EDP Services
NTES,NetEase Inc. American Depositary Shares,46829708380,China,9540904,Consumer Discretionary,Recreational Games/Products/Toys
NTG,Tortoise Midstream Energy Fund Inc. Common Stock,193723881,,51686,Finance,Finance Companies
NTGR,NETGEAR Inc. Common Stock,543303174,United States,378083,Utilities,Telecommunications Equipment
NTIC,Northern Technologies International Corporation Common Stock,124572548,United States,19462,Industrials,Major Chemicals
NTIP,Network-1 Technologies Inc. Common Stock,53758737,United States,7774,Technology,Interactive Media
NTLA,Intellia Therapeutics Inc. Common Stock,3177950879,United States,3462002,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
NTNX,Nutanix Inc. Class A Common Stock,7172547277,United States,9825718,Technology,EDP Services
NTR,Nutrien Ltd. Common Shares,38337549819,,2391795,Industrials,Aerospace
NTRA,Natera Inc. Common Stock,4723303972,United States,6551397,Health Care,Medical Specialities
NTRB,Nutriband Inc. Common Stock,28982659,United States,12425,Health Care,Biotechnology: Pharmaceutical Preparations
NTRS,Northern Trust Corporation Common Stock,18121742767,United States,2122974,Finance,Trusts Except Educational Religious and Charitable
NTRSO,Northern Trust Corporation Depositary Shares Each Representing a 1/1000th Interest in a Share of Series E Non-Cumulative Perpetual Preferred Stock,0,United States,26486,Finance,Trusts Except Educational Religious and Charitable
NTST,NetSTREIT Corp. Common Stock,1053076101,United States,1326416,Real Estate,Real Estate Investment Trusts
NTWK,NetSol Technologies Inc. Common  Stock,34712213,United States,6701,Technology,Computer Software: Prepackaged Software
NTZ,Natuzzi S.p.A.,74051611,Italy,4048,Consumer Discretionary,Home Furnishings
NU,Nu Holdings Ltd. Class A Ordinary Shares,18273699374,Cayman Islands,25434875,Finance,Finance: Consumer Services
NUBI,Nubia Brand International Corp. Class A Common Stock,158705400,United States,2,Industrials,Consumer Electronics/Appliances
NUE,Nucor Corporation Common Stock,34274239656,United States,6122242,Industrials,Steel/Iron Ore
NUO,Nuveen Ohio Quality Municipal Income Fund Common Stock,232833419,United States,86781,Finance,Finance/Investors Services
NURO,NeuroMetrix Inc. Common Stock,11480694,United States,27343,Health Care,Medical/Dental Instruments
NUS,Nu Skin Enterprises Inc. Common Stock,1993116747,United States,1393316,Health Care,Other Pharmaceuticals
NUTX,Nutex Health Inc. Common Stock,1273549335,United States,24000132,Technology,Retail: Computer Software & Peripheral Equipment
NUV,Nuveen Municipal Value Fund Inc. Common Stock,1797310213,United States,963851,Finance,Trusts Except Educational Religious and Charitable
NUVA,NuVasive Inc. Common Stock,2105169345,United States,11976235,Health Care,Medical/Dental Instruments
NUVB,Nuvation Bio Inc. Class A Common Stock,386554914,United States,4089936,Health Care,Biotechnology: Pharmaceutical Preparations
NUVL,Nuvalent Inc. Class A Common Stock,1668974238,United States,1586899,Health Care,Biotechnology: Pharmaceutical Preparations
NUW,Nuveen AMT-Free Municipal Value Fund,245574276,United States,47480,Finance,Investment Managers
NUWE,Nuwellis Inc. Common Stock,3134241,United States,417190,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
NUZE,NuZee Inc. Common Stock,7337085,United States,26641,Consumer Staples,Farming/Seeds/Milling
NVAC,NorthView Acquisition Corporation Common Stock,242412563,United States,1006,Industrials,Consumer Electronics/Appliances
NVACR,NorthView Acquisition Corporation Rights,0,United States,384259,,
NVAX,Novavax Inc. Common Stock,865898591,United States,38672020,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
NVCN,Neovasc Inc. Common Shares,27576115,Canada,12672,Health Care,Pharmaceuticals and Biotechnology
NVCR,NovoCure Limited Ordinary Shares,7848167132,Jersey,1034411,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
NVCT,Nuvectis Pharma Inc. Common Stock,108500799,United States,6308,Health Care, Medicinal Chemicals and Botanical Products 
NVDA,NVIDIA Corporation Common Stock,4.08E+11,United States,47790589,Technology,Semiconductors
NVEC,NVE Corporation Common Stock,320766846,United States,65141,Technology,Semiconductors
NVEE,NV5 Global Inc. Common Stock,2097952373,United States,157061,Consumer Discretionary,Military/Government/Technical
NVEI,Nuvei Corporation Subordinate Voting Shares,3762373331,Canada,385737,,
NVFY,Nova Lifestyle Inc. Common Stock,3474435,United States,21347,Consumer Discretionary,Home Furnishings
